@relation student_profiles-weka.filters.unsupervised.attribute.Standardize

@attribute profile_id numeric
@attribute education_level numeric
@attribute OL_subject_0_score numeric
@attribute OL_subject_2_score numeric
@attribute OL_subject_3_score numeric
@attribute OL_subject_1_score numeric
@attribute OL_subject_5_score numeric
@attribute OL_subject_4_score numeric
@attribute AL_stream numeric
@attribute AL_subject_6_score numeric
@attribute AL_subject_8_score numeric
@attribute AL_subject_10_score numeric
@attribute AL_subject_4_score numeric
@attribute AL_subject_3_score numeric
@attribute AL_subject_7_score numeric
@attribute AL_subject_0_score numeric
@attribute AL_subject_2_score numeric
@attribute AL_subject_1_score numeric
@attribute AL_subject_9_score numeric
@attribute AL_subject_12_score numeric
@attribute AL_subject_5_score numeric
@attribute AL_subject_11_score numeric
@attribute university_score numeric
@attribute gpa numeric
@attribute career {Medicine,Engineering,IT,Research,Business,Teaching}

@data
-1.731531,1.21051,0.26009,-1.492787,-1.652753,-1.612723,-1.239916,-0.190208,0.56882,2.253378,-0.31847,-0.29333,3.25073,-0.324332,-0.317667,-0.488465,-0.31326,-0.474815,-0.317677,-0.297923,-0.26224,-0.293769,1.704398,1.651922,Medicine
-1.730839,-0.005106,-0.751012,0.444937,-1.515202,0.775604,0.345117,-0.155578,1.123334,-0.319841,2.588268,-0.29333,-0.32726,-0.324332,1.113975,-0.488465,-0.31326,-0.474815,-0.026728,-0.297923,-0.312112,-0.293769,-0.707372,-0.713695,Engineering
-1.730146,-1.220721,-1.064802,0.938176,-0.070921,-1.439655,-0.206199,1.402765,-1.094721,-0.369326,-0.367737,-0.346021,-0.375612,-0.372952,-0.367034,-0.52547,-0.362462,-0.513626,-0.366168,-0.349036,-0.361985,-0.346857,-0.707372,-0.713695,Business
-1.729453,-0.005106,0.992268,-1.668944,1.167034,0.152562,0.172831,-0.086318,1.123334,-0.319841,3.228736,-0.29333,-0.32726,-0.324332,3.532957,-0.488465,-0.31326,-0.474815,0.458186,-0.297923,-0.312112,-0.293769,-0.707372,-0.713695,Medicine
-1.72876,1.21051,1.027134,-1.175705,0.444894,-1.093521,-0.998715,-1.229103,-0.540207,-0.319841,-0.31847,-0.29333,-0.32726,-0.324332,-0.317667,1.287771,2.097645,1.853813,-0.317677,-0.297923,-0.312112,-0.293769,1.114284,1.416861,IT
-1.728067,-1.220721,-0.541818,1.360952,-0.208472,1.433259,0.896433,1.333506,-1.094721,-0.369326,-0.367737,-0.346021,-0.375612,-0.372952,-0.367034,-0.52547,-0.362462,-0.513626,-0.366168,-0.349036,-0.361985,-0.346857,-0.707372,-0.713695,Business
-1.727375,-0.005106,-1.727249,-0.50631,0.65122,1.156351,1.103176,1.194986,-0.540207,-0.319841,-0.31847,-0.29333,-0.32726,-0.324332,-0.317667,3.175023,2.392858,0.999983,-0.317677,-0.297923,-0.312112,-0.293769,-0.707372,-0.713695,IT
-1.726682,-1.220721,1.061999,-0.717698,1.545298,-1.301202,-1.515574,1.402765,-1.094721,-0.369326,-0.367737,-0.346021,-0.375612,-0.372952,-0.367034,-0.52547,-0.362462,-0.513626,-0.366168,-0.349036,-0.361985,-0.346857,-0.707372,-0.713695,Business
-1.725989,-0.005106,0.469284,1.57234,-1.446427,0.53331,0.999804,0.22535,0.56882,4.282263,-0.31847,-0.29333,3.444135,-0.324332,-0.317667,-0.488465,-0.31326,-0.474815,-0.317677,-0.297923,0.435976,-0.293769,-0.707372,-0.713695,Medicine
-1.725296,-0.005106,1.550118,-0.682466,1.338973,-1.578109,0.793061,-1.367623,0.56882,1.362649,-0.31847,-0.29333,2.332057,-0.324332,-0.317667,-0.488465,-0.31326,-0.474815,-0.317677,-0.297923,-0.212367,-0.293769,-0.707372,-0.713695,Engineering
