education_level,OL_subject_0_score,OL_subject_1_score,OL_subject_2_score,OL_subject_3_score,OL_subject_4_score,OL_subject_5_score,AL_stream,AL_subject_10_score,AL_subject_11_score,AL_subject_12_score,AL_subject_3_score,AL_subject_1_score,AL_subject_0_score,university_score,gpa,AL_subject_2_score,AL_subject_4_score,AL_subject_5_score,AL_subject_6_score,AL_subject_7_score,AL_subject_8_score,AL_subject_9_score
-1.0841556072997138,0.11737715625573049,-1.384192914411465,-0.08409788157982778,1.3435024648599883,1.0225690614139864,-1.3804703087716483,-0.9766238574130565,-0.3260037775818078,-0.32576707165801916,-0.32972527702898446,-0.30486294555460447,-0.463378055961541,-0.46061965077131845,-0.3361461279970713,-0.33835149896630445,-0.3159106586637105,-0.32337811939771866,-0.32252395626857505,-0.3242381970838659,-0.3044816232350545,-0.3071807581338837,-0.3113402862343778
0.4641957313174152,-0.30378235668194614,-0.4176645300006226,-0.4632276755872484,-1.0095612053974528,1.514303630605824,-0.04859251000550992,1.7260102399221673,2.177708504401293,4.2948999741527425,3.918675200077159,-0.30486294555460447,-0.463378055961541,-0.46061965077131845,-0.3361461279970713,-0.33835149896630445,-0.3159106586637105,-0.32337811939771866,-0.32252395626857505,-0.3242381970838659,-0.3044816232350545,-0.3071807581338837,-0.3113402862343778
0.4641957313174152,0.8895029299748043,0.8595336922565622,-1.1525545737825587,-0.45589916533687835,1.4791797328064071,0.16170398453651194,1.7260102399221673,0.4915349267392048,2.0850157348519436,4.560875272197855,-0.30486294555460447,-0.463378055961541,-0.46061965077131845,-0.3361461279970713,-0.33835149896630445,-0.3159106586637105,-0.32337811939771866,-0.32252395626857505,-0.3242381970838659,-0.3044816232350545,-0.3071807581338837,-0.3113402862343778
-1.0841556072997138,0.18757040841200992,1.2737601427183518,-0.29089595103842086,-1.2171844704201682,-0.45263464616152677,0.7224946366485702,-0.9766238574130565,-0.3260037775818078,-0.32576707165801916,-0.32972527702898446,-0.30486294555460447,-0.463378055961541,-0.46061965077131845,-0.3361461279970713,-0.33835149896630445,-0.3159106586637105,-0.32337811939771866,-0.32252395626857505,-0.3242381970838659,-0.3044816232350545,-0.3071807581338837,-0.3113402862343778
0.4641957313174152,-0.3388789827600859,-0.17603243389791196,-0.9457565043239656,-0.10986039029901938,-0.8389975219551136,0.16170398453651194,1.7260102399221673,1.6667468142006603,0.37737791357405326,0.8064748505691702,-0.30486294555460447,-0.463378055961541,-0.46061965077131845,-0.3361461279970713,-0.33835149896630445,-0.3159106586637105,-0.32337811939771866,-0.32252395626857505,-0.3242381970838659,-0.3044816232350545,-0.3071807581338837,-0.3113402862343778
-1.0841556072997138,1.3808556950687603,1.1702035301029043,0.7430943962545445,-1.0787689604050246,-1.2604842955481173,0.3720004790785338,-0.9766238574130565,-0.3260037775818078,-0.32576707165801916,-0.32972527702898446,-0.30486294555460447,-0.463378055961541,-0.46061965077131845,-0.3361461279970713,-0.33835149896630445,-0.3159106586637105,-0.32337811939771866,-0.32252395626857505,-0.3242381970838659,-0.3044816232350545,-0.3071807581338837,-0.3113402862343778
-1.0841556072997138,-1.6023575215731158,1.7225054640519573,-1.1180882288727931,-0.5597107978482361,-1.0497409087516154,-0.7495808251455828,-0.9766238574130565,-0.3260037775818078,-0.32576707165801916,-0.32972527702898446,-0.30486294555460447,-0.463378055961541,-0.46061965077131845,-0.3361461279970713,-0.33835149896630445,-0.3159106586637105,-0.32337811939771866,-0.32252395626857505,-0.3242381970838659,-0.3044816232350545,-0.3071807581338837,-0.3113402862343778
-1.0841556072997138,0.18757040841200992,1.3773167553337993,1.0877578453521997,-0.594314675352022,-0.3823868505626928,-0.5392843306035608,-0.9766238574130565,-0.3260037775818078,-0.32576707165801916,-0.32972527702898446,-0.30486294555460447,-0.463378055961541,-0.46061965077131845,-0.3361461279970713,-0.33835149896630445,-0.3159106586637105,-0.32337811939771866,-0.32252395626857505,-0.3242381970838659,-0.3044816232350545,-0.3071807581338837,-0.3113402862343778
0.4641957313174152,0.39815016488084826,0.6524204670256674,-0.25642960612865534,0.1323667522274819,-0.9443692153533645,0.7224946366485702,0.10442978152103306,-0.3260037775818078,-0.32576707165801916,-0.32972527702898446,4.568060550101442,0.32175563990172507,2.01445781378667,-0.3361461279970713,-0.33835149896630445,-0.3159106586637105,-0.32337811939771866,-0.32252395626857505,-0.3242381970838659,-0.3044816232350545,-0.3071807581338837,-0.3113402862343778
0.4641957313174152,0.9947928082092234,-0.14151356302609616,-0.9112901594142001,0.028555119716124205,1.2333124482104882,-0.8897784881735973,0.10442978152103306,-0.3260037775818078,-0.32576707165801916,-0.32972527702898446,3.818380012308204,0.9891192813855012,2.2464963260889816,-0.3361461279970713,-0.33835149896630445,-0.3159106586637105,-0.32337811939771866,-0.32252395626857505,-0.3242381970838659,-0.3044816232350545,-0.3071807581338837,-0.3113402862343778
